,flag,NAME,HEX,Red,Green,Blue,Cyan,Magenta,Yellow,Black,Preview,Marker,Swatch
0,polysexual,dodgerblue,#1e90ff,30,144,255,88.24%,43.53%,0.0%,0.0%,,,
1,polysexual,hot magenta,#f504c9,245,4,201,0.0%,98.37%,17.96%,3.92%,,,
2,polysexual,tealish green,#0cdc73,12,220,115,94.55%,0.0%,47.73%,13.73%,,,
