,flag,NAME,HEX,Red,Green,Blue,Cyan,Magenta,Yellow,Black,Preview,Marker,Swatch
0,twink,butter,#ffff81,255,255,129,0.0%,0.0%,49.41%,0.0%,,,
1,twink,light lavendar,#efc0fe,239,192,254,5.91%,24.41%,0.0%,0.39%,,,
2,twink,white,#ffffff,255,255,255,0.0%,0.0%,0.0%,0.0%,,,
3,twink,black,#000000,0,0,0,0%,0%,0%,100%,,,
