,flag,NAME,HEX,Red,Green,Blue,Cyan,Magenta,Yellow,Black,Preview,Marker,Swatch
0,trigender,bubblegum pink,#fe83cc,254,131,204,0.0%,48.43%,19.69%,0.39%,,,
1,trigender,periwinkle,#8e82fe,142,130,254,44.09%,48.82%,0.0%,0.39%,,,
2,trigender,lightish green,#61e160,97,225,96,56.89%,0.0%,57.33%,11.76%,,,
