,flag,NAME,HEX,Red,Green,Blue,Cyan,Magenta,Yellow,Black,Preview,Marker,Swatch
0,quiromantic,lightgrey,#d3d3d3,211,211,211,0.0%,0.0%,0.0%,17.25%,,,
1,quiromantic,black,#000000,0,0,0,0%,0%,0%,100%,,,
2,quiromantic,skyblue,#87ceeb,135,206,235,42.55%,12.34%,0.0%,7.84%,,,
3,quiromantic,kiwi green,#8ee53f,142,229,63,37.99%,0.0%,72.49%,10.2%,,,
