,flag,NAME,HEX,Red,Green,Blue,Cyan,Magenta,Yellow,Black,Preview,Marker,Swatch
0,demisexual,white,#ffffff,255,255,255,0.0%,0.0%,0.0%,0.0%,,,
1,demisexual,lightgrey,#d3d3d3,211,211,211,0.0%,0.0%,0.0%,17.25%,,,
2,demisexual,black,#000000,0,0,0,0%,0%,0%,100%,,,
3,demisexual,purple,#800080,128,0,128,0.0%,100.0%,0.0%,49.8%,,,
