,flag,NAME,HEX,Red,Green,Blue,Cyan,Magenta,Yellow,Black,Preview,Marker,Swatch
0,basic,red,#e50000,229,0,0,0.0%,100.0%,100.0%,10.2%,,,
1,basic,emerald green,#028f1e,2,143,30,98.6%,0.0%,79.02%,43.92%,,,
2,basic,purple,#800080,128,0,128,0.0%,100.0%,0.0%,49.8%,,,
3,basic,electric blue,#0652ff,6,82,255,97.65%,67.84%,0.0%,0.0%,,,
4,basic,darkorange,#ff8c00,255,140,0,0.0%,45.1%,100.0%,0.0%,,,
5,basic,dandelion,#fedf08,254,223,8,0.0%,12.2%,96.85%,0.39%,,,
