,flag,NAME,HEX,Red,Green,Blue,Cyan,Magenta,Yellow,Black,Preview,Marker,Swatch
0,bisexual,sapphire,#2138ab,33,56,171,80.7%,67.25%,0.0%,32.94%,,,
1,bisexual,dark hot pink,#d90166,217,1,102,0.0%,99.54%,53.0%,14.9%,,,
2,bisexual,purpleish,#98568d,152,86,141,0.0%,43.42%,7.24%,40.39%,,,
