,flag,NAME,HEX,Red,Green,Blue,Cyan,Magenta,Yellow,Black,Preview,Marker,Swatch
0,genderqueer,pale purple,#b790d4,183,144,212,13.68%,32.08%,0.0%,16.86%,,,
1,genderqueer,sap green,#5c8b15,92,139,21,33.81%,0.0%,84.89%,45.49%,,,
2,genderqueer,white,#ffffff,255,255,255,0.0%,0.0%,0.0%,0.0%,,,
