,flag,NAME,HEX,Red,Green,Blue,Cyan,Magenta,Yellow,Black,Preview,Marker,Swatch
0,lesbian(labrys),purple,#7e1e9c,126,30,156,19.23%,80.77%,0.0%,38.82%,,,
1,lesbian(labrys),black,#000000,0,0,0,0%,0%,0%,100%,,,
2,lesbian(labrys),white,#ffffff,255,255,255,0.0%,0.0%,0.0%,0.0%,,,
3,lesbian(labrys),almost black,#070d0d,7,13,13,46.15%,0.0%,0.0%,94.9%,,,
4,lesbian(labrys),rebeccapurple,#663399,102,51,153,33.33%,66.67%,0.0%,40.0%,,,
