,flag,NAME,HEX,Red,Green,Blue,Cyan,Magenta,Yellow,Black,Preview,Marker,Swatch
0,demigirl,tab:grey,#7f7f7f,127,127,127,0.0%,0.0%,0.0%,50.2%,,,
1,demigirl,silver,#c5c9c7,197,201,199,1.99%,0.0%,1.0%,21.18%,,,
2,demigirl,powder pink,#ffb2d0,255,178,208,0.0%,30.2%,18.43%,0.0%,,,
3,demigirl,white,#ffffff,255,255,255,0.0%,0.0%,0.0%,0.0%,,,
