,flag,NAME,HEX,Red,Green,Blue,Cyan,Magenta,Yellow,Black,Preview,Marker,Swatch
0,gynephilia,black,#000000,0,0,0,0%,0%,0%,100%,,,
1,gynephilia,strong pink,#ff0789,255,7,137,0.0%,97.25%,46.27%,0.0%,,,
2,gynephilia,silver,#c0c0c0,192,192,192,0.0%,0.0%,0.0%,24.71%,,,
3,gynephilia,white,#ffffff,255,255,255,0.0%,0.0%,0.0%,0.0%,,,
