,flag,NAME,HEX,Red,Green,Blue,Cyan,Magenta,Yellow,Black,Preview,Marker,Swatch
0,demiboy,tab:grey,#7f7f7f,127,127,127,0.0%,0.0%,0.0%,50.2%,,,
1,demiboy,silver,#c5c9c7,197,201,199,1.99%,0.0%,1.0%,21.18%,,,
2,demiboy,lightblue,#add8e6,173,216,230,24.78%,6.09%,0.0%,9.8%,,,
3,demiboy,white,#ffffff,255,255,255,0.0%,0.0%,0.0%,0.0%,,,
