,flag,NAME,HEX,Red,Green,Blue,Cyan,Magenta,Yellow,Black,Preview,Marker,Swatch
0,pansexual,dodgerblue,#1e90ff,30,144,255,88.24%,43.53%,0.0%,0.0%,,,
1,pansexual,deeppink,#ff1493,255,20,147,0.0%,92.16%,42.35%,0.0%,,,
2,pansexual,gold,#ffd700,255,215,0,0.0%,15.69%,100.0%,0.0%,,,
