,flag,NAME,HEX,Red,Green,Blue,Cyan,Magenta,Yellow,Black,Preview,Marker,Swatch
0,skoliosexual,white,#ffffff,255,255,255,0.0%,0.0%,0.0%,0.0%,,,
1,skoliosexual,bright yellow,#fffd01,255,253,1,0.0%,0.78%,99.61%,0.0%,,,
2,skoliosexual,black,#000000,0,0,0,0%,0%,0%,100%,,,
3,skoliosexual,true green,#089404,8,148,4,94.59%,0.0%,97.3%,41.96%,,,
